city,city_ascii,state_id,state_name,county_name,timezone,ranking,zips,id
Boykin,Boykin,SC,South Carolina,Kershaw,America/New_York,3,29128,1840026972
Kennan,Kennan,WI,Wisconsin,Price,America/Chicago,3,54537,1840002008
Port Wing,Port Wing,WI,Wisconsin,Bayfield,America/Chicago,3,54865,1840026072
Cambridge,Cambridge,KY,Kentucky,Jefferson,America/New_York,3,40220,1840030398
Middletown Springs,Middletown Springs,VT,Vermont,Rutland,America/New_York,3,5757,1840152956
Red Hill,Red Hill,PA,Pennsylvania,Blair,America/New_York,3,16601,1840153029
Mount Erie,Mount Erie,IL,Illinois,Wayne,America/Chicago,3,62446,1840012886
Elk River,Elk River,ID,Idaho,Clearwater,America/Los_Angeles,3,83827,1840019875
St. Martin,St. Martin,OH,Ohio,Brown,America/New_York,3,45142 45118,1840034183
Lexa,Lexa,AR,Arkansas,Phillips,America/Chicago,3,72355,1840016614
Squaw Lake,Squaw Lake,MN,Minnesota,Itasca,America/Chicago,3,56681,1840008830
Kettle River,Kettle River,MN,Minnesota,Carlton,America/Chicago,3,55767 55757,1840007744
Donnellson,Donnellson,IL,Illinois,Montgomery,America/Chicago,3,62019,1840012779
Seba Dalkai,Seba Dalkai,AZ,Arizona,Navajo,America/Denver,3,86047,1840022583
Westfield,Westfield,IA,Iowa,Plymouth,America/Chicago,3,51062,1840010082
New Rockport Colony,New Rockport Colony,MT,Montana,Teton,America/Denver,3,59422,1840078482
North Washington,North Washington,IA,Iowa,Chickasaw,America/Chicago,3,50659,1840007999
Sidon,Sidon,MS,Mississippi,Leflore,America/Chicago,3,38954,1840018003
Dexter,Dexter,KY,Kentucky,Calloway,America/Chicago,3,42036 42020,1840026924
Pulpotio Bareas,Pulpotio Bareas,NM,New Mexico,Luna,America/Denver,4,88030,1840040182
Metaline,Metaline,WA,Washington,Pend Oreille,America/Los_Angeles,3,99152,1840022276
Tygh Valley,Tygh Valley,OR,Oregon,Wasco,America/Los_Angeles,3,97063,1840018564
Elsie,Elsie,NE,Nebraska,Perkins,America/Denver,3,69134,1840011869
Roy,Roy,MT,Montana,Fergus,America/Denver,3,59471,1840023803
Casas Adobes,Casas Adobes,NM,New Mexico,Grant,America/Denver,3,88049 88041,1840150855
Johnson Prairie,Johnson Prairie,OK,Oklahoma,Cherokee,America/Chicago,4,74464,1840153111
Minidoka,Minidoka,ID,Idaho,Minidoka,America/Boise,3,83350 83343,1840020067
Corunna,Corunna,IN,Indiana,DeKalb,America/Indiana/Indianapolis,3,46730,1840009277
Ginger Blue,Ginger Blue,MO,Missouri,McDonald,America/Chicago,3,64854,1840013062
Big Bend,Big Bend,CA,California,Shasta,America/Los_Angeles,3,96011,1840017490
Griffin,Griffin,IN,Indiana,Posey,America/Chicago,3,47616,1840010823
Glencoe,Glencoe,LA,Louisiana,St. Mary,America/Chicago,3,70538,1840025133
Bern,Bern,KS,Kansas,Nemaha,America/Chicago,3,66408,1840007298
Luray,Luray,TN,Tennessee,Henderson,America/Chicago,3,38313,1840110094
High Forest,High Forest,MN,Minnesota,Olmsted,America/Chicago,3,55976,1840071441
Aullville,Aullville,MO,Missouri,Lafayette,America/Chicago,3,64037,1840012703
Clemons,Clemons,IA,Iowa,Marshall,America/Chicago,3,50051,1840006996
Commiskey,Commiskey,IN,Indiana,Jennings,America/Indiana/Indianapolis,4,47227,1840054501
Marne,Marne,IA,Iowa,Cass,America/Chicago,3,51552,1840008234
Tennessee,Tennessee,IL,Illinois,McDonough,America/Chicago,3,62374,1840012114
Bogota,Bogota,TN,Tennessee,Dyer,America/Chicago,3,38080 38007,1840036011
Superior,Superior,IA,Iowa,Dickinson,America/Chicago,3,51363,1840009024
Bloomingville,Bloomingville,OH,Ohio,Erie,America/New_York,3,44870,1840094066
Cliff,Cliff,NM,New Mexico,Grant,America/Denver,3,88028,1840025067
Hazel,Hazel,SD,South Dakota,Hamlin,America/Chicago,3,57242,1840002301
Bonanza Mountain Estates,Bonanza Mountain Estates,CO,Colorado,Boulder,America/Denver,3,80466,1840028528
Pecktonville,Pecktonville,MD,Maryland,Washington,America/New_York,3,21711,1840024406
Bear Lake,Bear Lake,PA,Pennsylvania,Warren,America/New_York,3,16402,1840003331
Sunol,Sunol,NE,Nebraska,Cheyenne,America/Denver,3,69149,1840024157
Taylor,Taylor,WY,Wyoming,Lincoln,America/Denver,4,83114,1840037361
Gildford,Gildford,MT,Montana,Hill,America/Denver,3,59525,1840017302
Holters Crossing,Holters Crossing,PA,Pennsylvania,Centre,America/New_York,3,16841,1840152921
Ragsdale,Ragsdale,IN,Indiana,Knox,America/Indiana/Vincennes,3,47512 47573,1840024606
Floyd,Floyd,NM,New Mexico,Roosevelt,America/Denver,3,88130 88118,1840022839
Judith Gap,Judith Gap,MT,Montana,Wheatland,America/Denver,3,59453,1840018477
Old Shawneetown,Old Shawneetown,IL,Illinois,Gallatin,America/Chicago,3,62984,1840012972
Old Mill Creek,Old Mill Creek,IL,Illinois,Lake,America/Chicago,3,60083,1840011177
Elfrida,Elfrida,AZ,Arizona,Cochise,America/Phoenix,3,85610,1840023086
Hawleyville,Hawleyville,CT,Connecticut,Western Connecticut,America/New_York,3,06470 06440,1840044550
Rexford,Rexford,MT,Montana,Lincoln,America/Denver,3,59930,1840021051
Walthall,Walthall,MS,Mississippi,Webster,America/Chicago,3,39771,1840018006
Flintstone,Flintstone,MD,Maryland,Allegany,America/New_York,3,21530,1840024423
Chimney Rock Village,Chimney Rock Village,NC,North Carolina,Rutherford,America/New_York,3,28720,1840033006
Browndell,Browndell,TX,Texas,Jasper,America/Chicago,3,75931,1840019559
Seven Oaks,Seven Oaks,TX,Texas,Polk,America/Chicago,3,77351,1840022158
Church Creek,Church Creek,MD,Maryland,Dorchester,America/New_York,3,21622,1840006167
Van Wert,Van Wert,IA,Iowa,Decatur,America/Chicago,3,50262,1840010367
Foxhome,Foxhome,MN,Minnesota,Wilkin,America/Chicago,3,56543,1840007749
Crary,Crary,ND,North Dakota,Ramsey,America/Chicago,3,58327,1840000072
Dupuyer,Dupuyer,MT,Montana,Pondera,America/Denver,3,59432,1840023771
Calumet,Calumet,IA,Iowa,O'Brien,America/Chicago,3,51009,1840006874
Garden City,Garden City,TX,Texas,Glasscock,America/Chicago,3,79739,1840020900
Merrifield,Merrifield,MN,Minnesota,Crow Wing,America/Chicago,3,56468 56465,1840025261
La Chuparosa,La Chuparosa,TX,Texas,Starr,America/Chicago,3,78582,1840040896
Conkling Park,Conkling Park,ID,Idaho,Kootenai,America/Los_Angeles,3,83876,1840023788
New Salem,New Salem,IL,Illinois,Pike,America/Chicago,3,62357,1840012537
St. Donatus,St. Donatus,IA,Iowa,Jackson,America/Chicago,3,52071,1840009142
Midland,Midland,IN,Indiana,Greene,America/Indiana/Indianapolis,4,47445 47441 47438,1840029988
Potlicker Flats,Potlicker Flats,PA,Pennsylvania,Mifflin,America/New_York,4,17063,1840042767
Bridgewater,Bridgewater,IA,Iowa,Adair,America/Chicago,3,50837,1840004898
Inman,Inman,NE,Nebraska,Holt,America/Chicago,3,68742,1840011044
New Cambria,New Cambria,KS,Kansas,Saline,America/Chicago,3,67470,1840008573
Old Fort,Old Fort,OH,Ohio,Seneca,America/New_York,3,44861 44883,1840026353
Franks Field,Franks Field,WI,Wisconsin,Ashland,America/Chicago,4,54806,1840042159
Mount Hebron,Mount Hebron,CA,California,Siskiyou,America/Los_Angeles,3,96058,1840018694
Morea,Morea,PA,Pennsylvania,Schuylkill,America/New_York,3,17948,1840152767
Vicksburg,Vicksburg,PA,Pennsylvania,Blair,America/New_York,3,16648,1840153021
Kanawha,Kanawha,WV,West Virginia,Wood,America/New_York,3,26142,1840038143
St. Mary's,St. Mary's,CO,Colorado,Clear Creek,America/Denver,4,80452,1840028569
Harper,Harper,IA,Iowa,Keokuk,America/Chicago,3,52231,1840007107
Meriden,Meriden,IA,Iowa,Cherokee,America/Chicago,3,51037,1840008026
Trego,Trego,WI,Wisconsin,Washburn,America/Chicago,3,54888,1840025283
Lester,Lester,AL,Alabama,Limestone,America/Chicago,3,35647,1840016509
Odin,Odin,MN,Minnesota,Watonwan,America/Chicago,3,56160,1840007922
Ramah,Ramah,CO,Colorado,El Paso,America/Denver,3,80832,1840021469
Luther,Luther,IA,Iowa,Boone,America/Chicago,3,50152 50156,1840009167
Tracy,Tracy,MT,Montana,Cascade,America/Denver,3,59472,1840032807
Dante,Dante,SD,South Dakota,Charles Mix,America/Chicago,3,57329,1840000353
Madisonburg,Madisonburg,PA,Pennsylvania,Centre,America/New_York,3,16852,1840005165
Rutland,Rutland,IA,Iowa,Humboldt,America/Chicago,3,50582,1840009085
Lonepine,Lonepine,MT,Montana,Sanders,America/Denver,3,59845 59848,1840017327
Marietta,Marietta,NC,North Carolina,Robeson,America/New_York,3,28340 28362,1840016535
Eagle Harbor,Eagle Harbor,MI,Michigan,Keweenaw,America/Detroit,3,49950,1840026077
Niotaze,Niotaze,KS,Kansas,Chautauqua,America/Chicago,3,67355,1840008778
Alba,Alba,PA,Pennsylvania,Bradford,America/New_York,3,17724 16947 16910,1840000509
Gu-Win,Gu-Win,AL,Alabama,Marion,America/Chicago,3,35563 35594,1840016696
Hillsboro,Hillsboro,MD,Maryland,Caroline,America/New_York,3,21641,1840005937
Skelp,Skelp,PA,Pennsylvania,Blair,America/New_York,4,16686 16601,1840101258
Grantville,Grantville,KS,Kansas,Jefferson,America/Chicago,3,66429,1840026662
Virgilina,Virgilina,VA,Virginia,Halifax,America/New_York,3,24598,1840003868
Cherokee Pass,Cherokee Pass,MO,Missouri,Madison,America/Chicago,3,63645,1840025727
Ridott,Ridott,IL,Illinois,Stephenson,America/Chicago,3,61067,1840011115
Vernonburg,Vernonburg,GA,Georgia,Chatham,America/New_York,3,31419,1840017031
Porter,Porter,WA,Washington,Grays Harbor,America/Los_Angeles,3,98541,1840023818
Mertens,Mertens,TX,Texas,Hill,America/Chicago,3,76666,1840023101
Evergreen,Evergreen,TX,Texas,Starr,America/Chicago,3,78584,1840037127
Jacksonville,Jacksonville,GA,Georgia,Telfair,America/New_York,3,31544,1840014924
Amenia,Amenia,ND,North Dakota,Cass,America/Chicago,3,58004,1840000170
Dixie,Dixie,WA,Washington,Walla Walla,America/Los_Angeles,3,99361 99329,1840018487
LaPlace,LaPlace,IL,Illinois,Piatt,America/Chicago,3,61936 61929,1840025558
Fernwood,Fernwood,ID,Idaho,Benewah,America/Los_Angeles,3,83830,1840027063
Isabella,Isabella,OK,Oklahoma,Major,America/Chicago,3,73747,1840026929
Princeton,Princeton,NE,Nebraska,Lancaster,America/Chicago,3,68404,1840033169
Glenville,Glenville,NC,North Carolina,Jackson,America/New_York,3,28736,1840025822
Copper Hill,Copper Hill,AZ,Arizona,Gila,America/Phoenix,3,85501,1840027973
Pump Back,Pump Back,OK,Oklahoma,Mayes,America/Chicago,4,74365,1840074573
Spottsville,Spottsville,KY,Kentucky,Henderson,America/Chicago,3,42458,1840026803
Pleasant Mills,Pleasant Mills,IN,Indiana,Adams,America/Indiana/Indianapolis,4,46733,1840055419
Higden,Higden,AR,Arkansas,Cleburne,America/Chicago,3,72067,1840015404
Elk Creek,Elk Creek,NE,Nebraska,Johnson,America/Chicago,3,68348,1840012169
Abbs Valley,Abbs Valley,VA,Virginia,Tazewell,America/New_York,3,24605,1840118779
Adamsburg,Adamsburg,PA,Pennsylvania,Westmoreland,America/New_York,3,15611,1840003623
Sharon,Sharon,KS,Kansas,Barber,America/Chicago,3,67138,1840009902
Tillar,Tillar,AR,Arkansas,Drew,America/Chicago,3,71670,1840015683
Denton,Denton,KS,Kansas,Doniphan,America/Chicago,3,66017,1840007300
Alvo,Alvo,NE,Nebraska,Cass,America/Chicago,3,68304,1840010327
Oklaunion,Oklaunion,TX,Texas,Wilbarger,America/Chicago,3,76373,1840036533
Willow Branch,Willow Branch,IN,Indiana,Hancock,America/Indiana/Indianapolis,4,46186,1840055900
Boys Ranch,Boys Ranch,TX,Texas,Oldham,America/Chicago,3,79010,1840025815
Captiva,Captiva,FL,Florida,Lee,America/New_York,3,33924,1840014217
Van,Van,WV,West Virginia,Boone,America/New_York,3,25206,1840025689
Crossnore,Crossnore,NC,North Carolina,Avery,America/New_York,3,28616,1840016113
Nunez,Nunez,GA,Georgia,Emanuel,America/New_York,3,30401 30448,1840014875
Milledgeville,Milledgeville,OH,Ohio,Fayette,America/New_York,3,43142,1840012574
St. Leo,St. Leo,MN,Minnesota,Yellow Medicine,America/Chicago,3,56264,1840008946
Garber,Garber,IA,Iowa,Clayton,America/Chicago,3,52048,1840008012
Etowah,Etowah,OK,Oklahoma,Cleveland,America/Chicago,3,73051 73068,1840021807
Popejoy,Popejoy,IA,Iowa,Franklin,America/Chicago,3,50227,1840009086
Chugcreek,Chugcreek,WY,Wyoming,Platte,America/Denver,3,82201,1840038427
Radom,Radom,IL,Illinois,Washington,America/Chicago,3,62876,1840012902
Iglesia Antigua,Iglesia Antigua,TX,Texas,Cameron,America/Chicago,4,78559 78592,1840037107
Bramwell,Bramwell,WV,West Virginia,Mercer,America/New_York,3,24715 24724,1840006404
Thorp,Thorp,WA,Washington,Kittitas,America/Los_Angeles,3,98946,1840018439
Ridgely,Ridgely,MO,Missouri,Platte,America/Chicago,3,64444,1840012631
Geeseytown,Geeseytown,PA,Pennsylvania,Blair,America/New_York,3,16648,1840099462
Alsea,Alsea,OR,Oregon,Benton,America/Los_Angeles,3,97324,1840023949
Mount Moriah,Mount Moriah,MO,Missouri,Harrison,America/Chicago,3,64481,1840009421
Cassoday,Cassoday,KS,Kansas,Butler,America/Chicago,3,66842,1840007545
Iola,Iola,PA,Pennsylvania,Columbia,America/New_York,3,17846,1840005000
Leopold,Leopold,IN,Indiana,Perry,America/Indiana/Tell_City,4,47551,1840030072
Keats,Keats,KS,Kansas,Riley,America/Chicago,3,66503,1840030234
Bodcaw,Bodcaw,AR,Arkansas,Nevada,America/Chicago,3,71858,1840015651
Petersburg,Petersburg,ND,North Dakota,Nelson,America/Chicago,3,58272,1840000098
Pajarito Mesa,Pajarito Mesa,NM,New Mexico,Bernalillo,America/Denver,4,87121,1840040160
Conroy,Conroy,IA,Iowa,Iowa,America/Chicago,3,52220,1840026248
Kansas,Kansas,AL,Alabama,Walker,America/Chicago,3,35549 35573,1840016766
Liberty,Liberty,KS,Kansas,Montgomery,America/Chicago,3,67351,1840008763
Little City,Little City,OK,Oklahoma,Marshall,America/Chicago,3,73446,1840096449
Sycamore,Sycamore,SC,South Carolina,Allendale,America/New_York,3,29827 29846,1840016905
Levasy,Levasy,MO,Missouri,Jackson,America/Chicago,3,64088 64066,1840008539
Armstrong,Armstrong,OK,Oklahoma,Bryan,America/Chicago,3,74729,1840020544
Meta,Meta,MO,Missouri,Osage,America/Chicago,3,65058,1840008623
Penton,Penton,AL,Alabama,Chambers,America/Chicago,3,36862,1840023014
Ridgeville,Ridgeville,AL,Alabama,Etowah,America/Chicago,3,35954,1840017966
Moscow,Moscow,OH,Ohio,Clermont,America/New_York,3,45153,1840012707
Rowena,Rowena,OR,Oregon,Wasco,America/Los_Angeles,3,97058,1840018563
Sturgis,Sturgis,MS,Mississippi,Oktibbeha,America/Chicago,3,39769,1840016844
New Baltimore,New Baltimore,PA,Pennsylvania,Somerset,America/New_York,3,15530 15553,1840003741
Proctorville,Proctorville,NC,North Carolina,Robeson,America/New_York,3,28375 28369,1840017905
Raub,Raub,IN,Indiana,Benton,America/Indiana/Indianapolis,3,47942,1840055474
Slayden,Slayden,TN,Tennessee,Dickson,America/Chicago,3,37165 37051,1840017723
Renfrew,Renfrew,PA,Pennsylvania,Butler,America/New_York,4,16053,1840100988
Nanticoke Acres,Nanticoke Acres,MD,Maryland,Wicomico,America/New_York,3,21840,1840024668
Foster,Foster,IN,Indiana,Warren,America/Indiana/Indianapolis,3,47932,1840029942
Coesse,Coesse,IN,Indiana,Whitley,America/Indiana/Indianapolis,4,46725,1840054486
Chaparrito,Chaparrito,TX,Texas,Starr,America/Chicago,4,78582,1840040673
Ralston,Ralston,WY,Wyoming,Park,America/Denver,3,82440 82435,1840018594
Petersville,Petersville,IN,Indiana,Bartholomew,America/Indiana/Indianapolis,4,47203,1840055391
Fredericksburg,Fredericksburg,PA,Pennsylvania,Blair,America/New_York,4,16662,1840153036
Bayfront,Bayfront,WI,Wisconsin,Ashland,America/Chicago,4,54806,1840153094
Greenvale,Greenvale,TN,Tennessee,Wilson,America/Chicago,3,37184,1840110892
Pitkin,Pitkin,CO,Colorado,Gunnison,America/Denver,3,81241,1840022470
Lone Rock,Lone Rock,IA,Iowa,Kossuth,America/Chicago,3,50559,1840009020
Lamar Heights,Lamar Heights,MO,Missouri,Barton,America/Chicago,3,64759,1840008728
Palmetto,Palmetto,LA,Louisiana,St. Landry,America/Chicago,3,71358,1840018222
Wawona,Wawona,CA,California,Mariposa,America/Los_Angeles,3,95389,1840024756
Stockton,Stockton,IA,Iowa,Muscatine,America/Chicago,3,52769,1840009274
Rocky Point,Rocky Point,MT,Montana,Lake,America/Denver,3,59860,1840032838
Woodbine,Woodbine,KS,Kansas,Dickinson,America/Chicago,3,67492,1840010703
Mace,Mace,IN,Indiana,Montgomery,America/Indiana/Indianapolis,4,47933,1840055104
Amsterdam,Amsterdam,MO,Missouri,Bates,America/Chicago,3,64723,1840007513
Banks,Banks,AR,Arkansas,Bradley,America/Chicago,3,71631,1840015695
Coburn,Coburn,PA,Pennsylvania,Centre,America/New_York,3,16832,1840005156
Sandy Point,Sandy Point,TX,Texas,Brazoria,America/Chicago,4,77583,1840141563
Preston,Preston,KS,Kansas,Pratt,America/Chicago,3,67583,1840009876
Center Sandwich,Center Sandwich,NH,New Hampshire,Carroll,America/New_York,3,3227,1840026133
Brayton,Brayton,IA,Iowa,Audubon,America/Chicago,3,50042,1840004798
Jamestown,Jamestown,LA,Louisiana,Bienville,America/Chicago,3,71045,1840018098
East Alliance,East Alliance,OH,Ohio,Mahoning,America/New_York,3,44601,1840092566
East Waterford,East Waterford,PA,Pennsylvania,Juniata,America/New_York,3,17035 17021,1840034942
Promised Land,Promised Land,SC,South Carolina,Greenwood,America/New_York,3,29646,1840013625
Donald,Donald,WA,Washington,Yakima,America/Los_Angeles,3,98951,1840023853
Grand Marsh,Grand Marsh,WI,Wisconsin,Adams,America/Chicago,3,53936,1840025382
Wimbledon,Wimbledon,ND,North Dakota,Barnes,America/Chicago,3,58492,1840001929
Wallula,Wallula,WA,Washington,Walla Walla,America/Los_Angeles,3,99363,1840018489
Rabbit Hash,Rabbit Hash,KY,Kentucky,Boone,America/New_York,3,41091 41005,1840026682
Needmore,Needmore,PA,Pennsylvania,Fulton,America/New_York,3,17238,1840026555
Whitehorse,Whitehorse,SD,South Dakota,Dewey,America/Denver,3,57661,1840006702
Smeltertown,Smeltertown,CO,Colorado,Chaffee,America/Denver,3,81201,1840028464
Middlebury,Middlebury,IN,Indiana,Clay,America/Indiana/Indianapolis,4,47841,1840001910
Spencer,Spencer,SD,South Dakota,McCook,America/Chicago,3,57374,1840002656
Pittsburg,Pittsburg,OK,Oklahoma,Pittsburg,America/Chicago,3,74560,1840022787
Lowes,Lowes,KY,Kentucky,Graves,America/Chicago,3,42035 42051 42061,1840026919
Delaware,Delaware,IA,Iowa,Delaware,America/Chicago,3,52223 52036,1840006935
Morrison Crossroads,Morrison Crossroads,AL,Alabama,Randolph,America/Chicago,4,36280,1840037831
Climax Springs,Climax Springs,MO,Missouri,Camden,America/Chicago,3,65324,1840012919
Alton,Alton,KS,Kansas,Osborne,America/Chicago,3,67623,1840007347
Elizabeth,Elizabeth,IN,Indiana,Harrison,America/Kentucky/Louisville,3,47117,1840010812
Kopperl,Kopperl,TX,Texas,Bosque,America/Chicago,3,76652,1840036256
Scotia,Scotia,SC,South Carolina,Hampton,America/New_York,3,29939,1840018052
Fresno,Fresno,OH,Ohio,Coshocton,America/New_York,3,43824,1840026511
Sarahsville,Sarahsville,OH,Ohio,Noble,America/New_York,3,43724 43779,1840012466
Raymond,Raymond,KS,Kansas,Rice,America/Chicago,3,67573,1840009808
East Peru,East Peru,IA,Iowa,Madison,America/Chicago,3,50222,1840008222
Willow City,Willow City,ND,North Dakota,Bottineau,America/Chicago,3,58384,1840001854
Willow Creek,Willow Creek,AK,Alaska,Copper River,America/Anchorage,3,99573,1840023597
Milton Mills,Milton Mills,NH,New Hampshire,Strafford,America/New_York,3,3852,1840026159
Monroe,Monroe,OK,Oklahoma,Le Flore,America/Chicago,3,74953 74940 74947,1840034468
Parc,Parc,NY,New York,Clinton,America/New_York,3,12903 12901,1840034040
Roderfield,Roderfield,WV,West Virginia,McDowell,America/New_York,3,24881,1840025736
Peever,Peever,SD,South Dakota,Roberts,America/Chicago,3,57257,1840000267
West Point,West Point,AR,Arkansas,White,America/Chicago,3,72178 72143,1840016343
Pleasantville,Pleasantville,IN,Indiana,Sullivan,America/Indiana/Indianapolis,4,47838,1840055422
Littlefield,Littlefield,AZ,Arizona,Mohave,America/Phoenix,3,86432,1840023180
South Amana,South Amana,IA,Iowa,Iowa,America/Chicago,3,52334,1840026251
Rock Creek Park,Rock Creek Park,CO,Colorado,El Paso,America/Denver,3,80926,1840028489
Southern Ute,Southern Ute,CO,Colorado,La Plata,America/Denver,4,81137,1840038805
Ritchie,Ritchie,IL,Illinois,Will,America/Chicago,3,60481,1840051584
Kobuk,Kobuk,AK,Alaska,Northwest Arctic,America/Anchorage,3,99751,1840023493
Whitten,Whitten,IA,Iowa,Hardin,America/Chicago,3,50269,1840010102
Payneway,Payneway,AR,Arkansas,Poinsett,America/Chicago,3,72472,1840039420
Mendota,Mendota,VA,Virginia,Washington,America/New_York,3,24258 24270,1840037395
Rockville,Rockville,SC,South Carolina,Charleston,America/New_York,3,29487,1840018342
Orlando,Orlando,OK,Oklahoma,Logan,America/Chicago,3,73073,1840022691
Port Graham,Port Graham,AK,Alaska,Kenai Peninsula,America/Anchorage,3,99603,1840023416
Rock Falls,Rock Falls,IA,Iowa,Cerro Gordo,America/Chicago,3,50401 50467,1840009053
Burbank,Burbank,OK,Oklahoma,Osage,America/Chicago,3,74633,1840021589
Paden,Paden,MS,Mississippi,Tishomingo,America/Chicago,3,38873,1840017896
Primrose,Primrose,AK,Alaska,Kenai Peninsula,America/Anchorage,3,99664,1840137265
Top-of-the-World,Top-of-the-World,AZ,Arizona,Pinal,America/Phoenix,3,85539 85545,1840027983
Gem,Gem,KS,Kansas,Thomas,America/Chicago,3,67734,1840008469
Centralia,Centralia,IA,Iowa,Dubuque,America/Chicago,3,52068,1840006927
Morrison,Morrison,IA,Iowa,Grundy,America/Chicago,3,50657,1840008080
Burchard,Burchard,NE,Nebraska,Pawnee,America/Chicago,3,68323,1840010493
Wheatcroft,Wheatcroft,KY,Kentucky,Webster,America/Chicago,3,42463 42404,1840015241
Swaledale,Swaledale,IA,Iowa,Cerro Gordo,America/Chicago,3,50477,1840009051
Allen,Allen,MD,Maryland,Wicomico,America/New_York,3,21810,1840024664
Clarks Hill,Clarks Hill,SC,South Carolina,McCormick,America/New_York,3,29821,1840013691
Center Junction,Center Junction,IA,Iowa,Jones,America/Chicago,3,52212,1840006992
Hammond,Hammond,MN,Minnesota,Wabasha,America/Chicago,3,55991,1840006794
Stark City,Stark City,MO,Missouri,Newton,America/Chicago,3,64866,1840010894
Sweetwater,Sweetwater,OK,Oklahoma,Beckham,America/Chicago,3,73666,1840022756
Enterprise,Enterprise,OK,Oklahoma,Haskell,America/Chicago,3,74561,1840140994
South Greenfield,South Greenfield,MO,Missouri,Dade,America/Chicago,3,65752,1840013014
Page,Page,NE,Nebraska,Holt,America/Chicago,3,68766,1840011047
McFarlan,McFarlan,NC,North Carolina,Anson,America/New_York,3,28102,1840016448
Gay,Gay,GA,Georgia,Meriwether,America/New_York,3,30218,1840016899
Davey,Davey,NE,Nebraska,Lancaster,America/Chicago,3,68336,1840011846
New Castle,New Castle,VA,Virginia,Craig,America/New_York,3,24127,1840006397
Rocky Boy's Agency,Rocky Boy's Agency,MT,Montana,Hill,America/Denver,4,59521,1840074581
Cedar Crest,Cedar Crest,PA,Pennsylvania,Mifflin,America/New_York,3,17066,1840040467
Kenel,Kenel,SD,South Dakota,Corson,America/Denver,3,57642,1840035872
Robeline,Robeline,LA,Louisiana,Natchitoches,America/Chicago,3,71469,1840018144
Snowville,Snowville,VA,Virginia,Pulaski,America/New_York,3,24347,1840024805
Orrtanna,Orrtanna,PA,Pennsylvania,Adams,America/New_York,3,17353,1840005546
Sedan,Sedan,MT,Montana,Gallatin,America/Denver,3,59086,1840023882
Utopia,Utopia,TX,Texas,Uvalde,America/Chicago,3,78884,1840022227
Martell,Martell,NE,Nebraska,Lancaster,America/Chicago,3,68404,1840078532
Washington,Washington,CA,California,Nevada,America/Los_Angeles,3,95959 95986,1840026657
Daisy,Daisy,AR,Arkansas,Pike,America/Chicago,3,71950,1840016691
Burnett,Burnett,IN,Indiana,Vigo,America/Indiana/Indianapolis,4,47805,1840029919
Osnabrock,Osnabrock,ND,North Dakota,Cavalier,America/Chicago,3,58269,1840000032
Olney,Olney,MT,Montana,Flathead,America/Denver,3,59927,1840023741
Halfway,Halfway,MO,Missouri,Polk,America/Chicago,3,65663,1840012992
Viola,Viola,TN,Tennessee,Warren,America/Chicago,3,37394 37357,1840016271
St. Augustine,St. Augustine,IL,Illinois,Knox,America/Chicago,3,61474,1840011765
Pheba,Pheba,MS,Mississippi,Clay,America/Chicago,3,39755,1840032394
Ali Chuk,Ali Chuk,AZ,Arizona,Pima,America/Phoenix,3,85634,1840023060
Arcadia,Arcadia,MI,Michigan,Manistee,America/Detroit,3,49613,1840023960
Dover,Dover,MO,Missouri,Lafayette,America/Chicago,3,64022,1840009626
Nachusa,Nachusa,IL,Illinois,Lee,America/Chicago,3,61057 61021,1840051457
Green Spring,Green Spring,WV,West Virginia,Hampshire,America/New_York,3,26722,1840025604
Radley,Radley,KS,Kansas,Crawford,America/Chicago,3,66762 66743,1840058035
Mina,Mina,NV,Nevada,Mineral,America/Los_Angeles,3,89422,1840024561
Bly,Bly,OR,Oregon,Klamath,America/Los_Angeles,3,97622,1840034756
Brook Park,Brook Park,MN,Minnesota,Pine,America/Chicago,3,55007,1840004005
Soldier,Soldier,IA,Iowa,Monona,America/Chicago,3,51572,1840009155
Loma Vista,Loma Vista,TX,Texas,Starr,America/Chicago,3,78584,1840037123
Arcadia,Arcadia,OK,Oklahoma,Oklahoma,America/Chicago,3,73007,1840021744
East Salem,East Salem,PA,Pennsylvania,Juniata,America/New_York,3,17059 17094,1840024289
Turin,Turin,IA,Iowa,Monona,America/Chicago,3,51040,1840010131
Eva,Eva,TN,Tennessee,Benton,America/Chicago,3,38333,1840025776
Kingston,Kingston,AR,Arkansas,Madison,America/Chicago,3,72742 72740,1840027661
Norwood,Norwood,MI,Michigan,Charlevoix,America/Detroit,3,49720,1840025193
Deering,Deering,ND,North Dakota,McHenry,America/Chicago,3,58731,1840000062
Melvin,Melvin,TX,Texas,McCulloch,America/Chicago,3,76858,1840023128
Ormsby,Ormsby,MN,Minnesota,Watonwan,America/Chicago,3,56162,1840008993
Haysville,Haysville,PA,Pennsylvania,Allegheny,America/New_York,3,15143,1840001236
Rock,Rock,KS,Kansas,Cowley,America/Chicago,3,67131,1840030103
Chatham,Chatham,MI,Michigan,Alger,America/Detroit,3,49816,1840010908
Woodward,Woodward,PA,Pennsylvania,Centre,America/New_York,3,16882,1840005169
Mount Laguna,Mount Laguna,CA,California,San Diego,America/Los_Angeles,3,91948,1840026994
Lake Arrowhead,Lake Arrowhead,MO,Missouri,Clinton,America/Chicago,3,64465,1840150572
Woody Creek,Woody Creek,CO,Colorado,Pitkin,America/Denver,3,81656 81611,1840024486
